"intro_id"	"x"	"y"	"success"	"realm"	"island"	"fam"	"sp"	"Native_range_area"	"Introduction_date"	"Introduction_effort"	"Weaning_age"	"Litter_size"	"Litters_per_year"	"CV_adult_body_mass"	"CV_neonate_body_mass"
109	140.2500167	-36.91666546	1	"AA"	0	"Phascolarctidae"	"Phascolarctos_cinereus"	3869	1969	NA	288.1	1	0.935288795	0.327548832	0.680671338
106	138.5833499	-34.9999987	1	"AA"	0	"Phascolarctidae"	"Phascolarctos_cinereus"	3869	1965	NA	288.1	1	0.935288795	0.327548832	0.680671338
108	135.6666832	-34.74999868	1	"AA"	0	"Phascolarctidae"	"Phascolarctos_cinereus"	3869	1969	NA	288.1	1	0.935288795	0.327548832	0.680671338
99	147.6666838	-37.74999884	1	"AA"	0	"Phascolarctidae"	"Phascolarctos_cinereus"	3869	1953	NA	288.1	1	0.935288795	0.327548832	0.680671338
102	144.2500169	-37.91666551	1	"AA"	0	"Phascolarctidae"	"Phascolarctos_cinereus"	3869	1944	NA	288.1	1	0.935288795	0.327548832	0.680671338
107	140.5833501	-34.24999866	0	"AA"	0	"Phascolarctidae"	"Phascolarctos_cinereus"	3869	1965	NA	288.1	1	0.935288795	0.327548832	0.680671338
83	145.5833503	-38.41666554	1	"AA"	0	"Phascolarctidae"	"Phascolarctos_cinereus"	3869	1880	NA	288.1	1	0.935288795	0.327548832	0.680671338
85	133.5833497	-32.08333188	1	"AA"	0	"Phascolarctidae"	"Phascolarctos_cinereus"	3869	1959	13	288.1	1	0.935288795	0.327548832	0.680671338
104	139.9166834	-34.08333198	1	"AA"	0	"Phascolarctidae"	"Phascolarctos_cinereus"	3869	1965	NA	288.1	1	0.935288795	0.327548832	0.680671338
91	146.750017	-19.24999787	1	"AA"	0	"Phascolarctidae"	"Phascolarctos_cinereus"	3869	NA	NA	288.1	1	0.935288795	0.327548832	0.680671338
182	151.0833506	-33.74999863	1	"AA"	0	"Pseudocheiridae"	"Pseudocheirus_occidentalis"	78	1980	NA	174.2173913	1.707857143	1.491667201	0.113579557	NA
5147	142.3333502	-10.99999745	1	"AA"	0	"Cervidae"	"Rusa_timorensis"	61	NA	NA	225	1	0.99726776	0.452722167	0.275908139
10033	149.5833505	-33.41666528	1	"AA"	0	"Cervidae"	"Rusa_timorensis"	61	1809	400	225	1	0.99726776	0.452722167	0.275908139
5140	149.5833505	-32.41666523	1	"AA"	0	"Cervidae"	"Rusa_timorensis"	61	1809	NA	225	1	0.99726776	0.452722167	0.275908139
5144	115.0833487	-34.24999866	0	"AA"	0	"Cervidae"	"Rusa_timorensis"	61	1899	2	225	1	0.99726776	0.452722167	0.275908139
5137	146.750017	-38.24999887	0	"AA"	0	"Cervidae"	"Rusa_timorensis"	61	1890	NA	225	1	0.99726776	0.452722167	0.275908139
10040	145.4166836	-38.08333219	1	"AA"	0	"Cervidae"	"Rusa_unicolor"	23987	1868	7	211.513	1.007777778	1.024043917	0.233117677	0.290602297
5202	143.6666835	-37.49999882	1	"AA"	0	"Cervidae"	"Rusa_unicolor"	23987	1863	NA	211.513	1.007777778	1.024043917	0.233117677	0.290602297
5208	132.1666829	-11.3333308	1	"AA"	0	"Cervidae"	"Rusa_unicolor"	23987	1912	NA	211.513	1.007777778	1.024043917	0.233117677	0.290602297
5200	145.0833503	-37.08333214	1	"AA"	0	"Cervidae"	"Rusa_unicolor"	23987	1863	NA	211.513	1.007777778	1.024043917	0.233117677	0.290602297
5203	142.4166835	-37.24999881	1	"AA"	0	"Cervidae"	"Rusa_unicolor"	23987	1866	NA	211.513	1.007777778	1.024043917	0.233117677	0.290602297
5206	145.5833503	-38.41666554	1	"AA"	0	"Cervidae"	"Rusa_unicolor"	23987	1859	NA	211.513	1.007777778	1.024043917	0.233117677	0.290602297
1729	143.8333503	-37.58333216	0	"AA"	0	"Sciuridae"	"Sciurus_carolinensis"	15899	1937	2	64.04545455	3.270769231	1.90625	0.093146302	0.057531697
122	148.9166838	-20.91666463	1	"AA"	0	"Phalangeridae"	"Trichosurus_vulpecula"	9176	NA	NA	169.75	1.026666667	1.371269876	0.180467243	0.462835066
119	148.8333505	-20.33333127	1	"AA"	0	"Phalangeridae"	"Trichosurus_vulpecula"	9176	NA	NA	169.75	1.026666667	1.371269876	0.180467243	0.462835066
10171	143.8333503	-37.58333216	1	"AA"	0	"Canidae"	"Vulpes_vulpes"	298642	1871	2	40.80952381	4.769090909	1.002314815	0.198994053	0.130170369
2785	146.4166837	-38.91666557	1	"AA"	0	"Canidae"	"Vulpes_vulpes"	298642	NA	NA	40.80952381	4.769090909	1.002314815	0.198994053	0.130170369
4280	161.9166845	-10.58333076	1	"AA"	1	"Suidae"	"Sus_scrofa"	108966	NA	NA	67.9	4.950588235	1.528985507	0.4050536	0.385334276
285	150.6666839	-9.499997367	1	"AA"	1	"Macropodidae"	"Macropus_agilis"	4198	NA	NA	NA	NA	NA	NA	NA
2245	160.2500177	-9.583330704	1	"AA"	1	"Muridae"	"Rattus_praetor"	800	NA	NA	NA	NA	NA	NA	NA
284	150.2500172	-9.333330691	1	"AA"	1	"Macropodidae"	"Macropus_agilis"	4198	NA	NA	NA	NA	NA	NA	NA
283	151.0833506	-8.583330652	1	"AA"	1	"Macropodidae"	"Macropus_agilis"	4198	NA	NA	NA	NA	NA	NA	NA
5165	125.0833492	-9.249997353	1	"AA"	1	"Cervidae"	"Rusa_timorensis"	61	1680	NA	225	1	0.99726776	0.452722167	0.275908139
4403	116.4166821	-8.583330652	0	"AA"	1	"Cervidae"	"Muntiacus_muntjak"	4438	NA	NA	NA	NA	NA	NA	NA
562	116.4166821	-8.583330652	1	"AA"	1	"Cercopithecidae"	"Trachypithecus_auratus"	400	NA	NA	NA	NA	NA	NA	NA
4002	117.7500155	-8.583330652	1	"AA"	1	"Suidae"	"Sus_scrofa"	108966	NA	NA	67.9	4.950588235	1.528985507	0.4050536	0.385334276
3499	117.7500155	-8.583330652	1	"AA"	1	"Viverridae"	"Viverricula_indica"	27537	NA	NA	NA	NA	NA	NA	NA
569	121.083349	-8.749997327	1	"AA"	1	"Cercopithecidae"	"Macaca_fascicularis"	8138	NA	NA	NA	NA	NA	NA	NA
2026	120.583349	-8.749997327	1	"AA"	1	"Muridae"	"Rattus_argentiventer"	5142	NA	NA	NA	NA	NA	NA	NA
3500	115.2500154	-8.333330639	1	"IM"	1	"Viverridae"	"Viverricula_indica"	27537	NA	NA	NA	NA	NA	NA	NA
3554	39.75001146	-7.91666395	1	"AT"	1	"Herpestidae"	"Herpestes_javanicus"	22220	NA	NA	45.5	2.28125	2.178240741	0.256730709	0.174880197
2244	156.9166842	-7.083330574	1	"AA"	1	"Muridae"	"Rattus_praetor"	800	NA	NA	NA	NA	NA	NA	NA
3514	134.4166831	-6.249997197	1	"AA"	1	"Viverridae"	"Paradoxurus_hermaphroditus"	22057	NA	NA	NA	NA	NA	NA	NA
4017	134.4166831	-6.249997197	1	"AA"	1	"Suidae"	"Sus_scrofa"	108966	NA	NA	67.9	4.950588235	1.528985507	0.4050536	0.385334276
1596	106.6666817	-6.249997197	1	"IM"	1	"Leporidae"	"Lepus_nigricollis"	10761	NA	NA	NA	NA	NA	NA	NA
3492	39.41667811	-5.999997184	1	"AT"	1	"Herpestidae"	"Mungos_mungo"	31952	1935	NA	NA	NA	NA	NA	NA
604	39.25001143	-6.083330521	1	"AT"	1	"Cercopithecidae"	"Procolobus_kirkii"	5	NA	NA	NA	NA	NA	NA	NA
605	39.41667811	-6.249997197	1	"AT"	1	"Cercopithecidae"	"Procolobus_kirkii"	5	NA	NA	NA	NA	NA	NA	NA
453	39.25001143	-6.083330521	1	"AT"	1	"Soricidae"	"Suncus_murinus"	26595	NA	NA	NA	NA	NA	NA	NA
3505	39.41667811	-5.999997184	1	"AT"	1	"Viverridae"	"Viverricula_indica"	27537	NA	NA	NA	NA	NA	NA	NA
5166	134.4166831	-5.583330495	1	"AA"	1	"Cervidae"	"Rusa_timorensis"	61	1855	NA	225	1	0.99726776	0.452722167	0.275908139
5167	134.3333498	-5.749997171	1	"AA"	1	"Cervidae"	"Rusa_timorensis"	61	1855	NA	225	1	0.99726776	0.452722167	0.275908139
188	147.9166838	-5.666663833	1	"AA"	1	"Macropodidae"	"Dendrolagus_matschiei"	50	NA	NA	NA	NA	NA	NA	NA
262	147.9166838	-5.666663833	1	"AA"	1	"Macropodidae"	"Thylogale_browni"	703	NA	NA	NA	NA	NA	NA	NA
2242	155.2500175	-6.249997197	1	"AA"	1	"Muridae"	"Rattus_praetor"	800	NA	NA	NA	NA	NA	NA	NA
3517	132.916683	-5.666663833	1	"AA"	1	"Viverridae"	"Paradoxurus_hermaphroditus"	22057	NA	NA	NA	NA	NA	NA	NA
150	132.916683	-5.666663833	1	"AA"	1	"Phalangeridae"	"Spilocuscus_maculatus"	2550	NA	NA	NA	NA	NA	NA	NA
258	154.5833508	-5.166663807	0	"AA"	1	"Macropodidae"	"Thylogale_browni"	703	NA	NA	NA	NA	NA	NA	NA
606	39.75001146	-4.916663794	1	"AT"	1	"Cercopithecidae"	"Procolobus_kirkii"	5	NA	NA	NA	NA	NA	NA	NA
5153	152.0833507	-4.249997092	1	"AA"	1	"Cervidae"	"Rusa_timorensis"	61	NA	NA	225	1	0.99726776	0.452722167	0.275908139
4070	150.5833506	-5.583330495	1	"AA"	1	"Suidae"	"Sus_scrofa"	108966	NA	NA	67.9	4.950588235	1.528985507	0.4050536	0.385334276
261	150.5833506	-5.583330495	1	"AA"	1	"Macropodidae"	"Thylogale_browni"	703	NA	NA	NA	NA	NA	NA	NA
3556	128.2500161	-3.583330391	1	"AA"	1	"Herpestidae"	"Herpestes_javanicus"	22220	NA	NA	45.5	2.28125	2.178240741	0.256730709	0.174880197
597	128.2500161	-3.583330391	1	"AA"	1	"Cercopithecidae"	"Macaca_nigra"	19	NA	NA	NA	NA	NA	NA	NA
5161	128.2500161	-3.583330391	1	"AA"	1	"Cervidae"	"Rusa_timorensis"	61	1680	NA	225	1	0.99726776	0.452722167	0.275908139
149	128.2500161	-3.583330391	1	"AA"	1	"Phalangeridae"	"Spilocuscus_maculatus"	2550	NA	NA	NA	NA	NA	NA	NA
5163	101.333348	-0.583330235	0	"IM"	1	"Cervidae"	"Rusa_timorensis"	61	1680	NA	225	1	0.99726776	0.452722167	0.275908139
5177	114.916682	-3.333330378	0	"IM"	1	"Cervidae"	"Rusa_timorensis"	61	1860	NA	225	1	0.99726776	0.452722167	0.275908139
5182	126.6666827	-3.416663716	1	"AA"	1	"Cervidae"	"Rusa_timorensis"	61	NA	NA	225	1	0.99726776	0.452722167	0.275908139
4018	126.5833493	-3.416663716	1	"AA"	1	"Suidae"	"Sus_scrofa"	108966	NA	NA	67.9	4.950588235	1.528985507	0.4050536	0.385334276
3495	126.5833493	-3.416663716	1	"AA"	1	"Viverridae"	"Viverra_tangalunga"	5166	1954	NA	NA	NA	NA	NA	NA
3518	129.5000161	-3.24999704	1	"AA"	1	"Viverridae"	"Paradoxurus_hermaphroditus"	22057	NA	NA	NA	NA	NA	NA	NA
2240	129.5000161	-3.24999704	1	"AA"	1	"Muridae"	"Rattus_nitidus"	12082	NA	NA	NA	NA	NA	NA	NA
4425	145.250017	-5.083330469	1	"AA"	1	"Cervidae"	"Axis_axis"	7503	1900	NA	120.936	1.129	0.869047619	0.212895826	0.171849068
286	149.9166839	-9.749997379	1	"AA"	1	"Macropodidae"	"Macropus_agilis"	4198	NA	NA	NA	NA	NA	NA	NA
2237	137.0833499	-4.083330417	1	"AA"	1	"Muridae"	"Rattus_nitidus"	12082	1590	NA	NA	NA	NA	NA	NA
5175	140.5833501	-2.583330339	1	"AA"	1	"Cervidae"	"Rusa_timorensis"	61	1920	NA	225	1	0.99726776	0.452722167	0.275908139
5151	142.2500168	-9.083330678	1	"AA"	1	"Cervidae"	"Rusa_timorensis"	61	NA	NA	225	1	0.99726776	0.452722167	0.275908139
259	152.5833507	-3.083330365	0	"AA"	1	"Macropodidae"	"Thylogale_browni"	703	NA	NA	NA	NA	NA	NA	NA
5849	-118.4166635	33.41667154	1	"NAM"	1	"Bovidae"	"Oreamnos_americanus"	4911	NA	NA	54.7	1.155555556	1	0.377968174	0.134754246
5467	-120.0833302	33.91667156	1	"NAM"	1	"Formicidae"	"Capreolus_capreolus"	33603	NA	NA	84.78571429	1.566666667	1.016666667	0.122040721	0.220360162
4231	-89.49999528	-0.833330248	1	"NT"	1	"Suidae"	"Sus_scrofa"	108966	1860	NA	67.9	4.950588235	1.528985507	0.4050536	0.385334276
547	-82.41666158	8.25000356	0	"NT"	1	"Cebidae"	"Saimiri_sciureus"	13381	NA	NA	NA	NA	NA	NA	NA
550	-61.24999381	10.41667034	1	"NT"	1	"Cebidae"	"Cebus_albifrons"	11239	NA	NA	NA	NA	NA	NA	NA
3551	-61.24999381	10.41667034	1	"NT"	1	"Herpestidae"	"Herpestes_javanicus"	22220	1870	NA	45.5	2.28125	2.178240741	0.256730709	0.174880197
552	-63.91666061	10.91667037	1	"NT"	1	"Cebidae"	"Cebus_apella"	10143	NA	NA	NA	NA	NA	NA	NA
561	-61.74999383	12.08333709	1	"NT"	1	"Cercopithecidae"	"Cercopithecus_mona"	1889	NA	NA	NA	NA	NA	NA	NA
2624	-61.74999383	12.08333709	1	"NT"	1	"Dasyproctidae"	"Dasyprocta_leporina"	6047	1492	NA	NA	NA	NA	NA	NA
24	-61.74999383	12.08333709	1	"NT"	1	"Didelphidae"	"Didelphis_marsupialis"	27835	NA	NA	89	7.041212121	2.471049784	0.157298034	0.635117758
3534	-61.74999383	12.08333709	1	"NT"	1	"Herpestidae"	"Herpestes_javanicus"	22220	1870	NA	45.5	2.28125	2.178240741	0.256730709	0.174880197
662	-69.08332755	12.25000377	1	"NT"	1	"Leporidae"	"Sylvilagus_floridanus"	26077	NA	NA	NA	NA	NA	NA	NA
557	-59.58332705	13.16667048	1	"NT"	1	"Cercopithecidae"	"Chlorocebus_aethiops"	3562	1600	NA	NA	NA	NA	NA	NA
3529	-59.58332705	13.16667048	1	"NT"	1	"Herpestidae"	"Herpestes_javanicus"	22220	1870	NA	45.5	2.28125	2.178240741	0.256730709	0.174880197
3130	-59.58332705	13.16667048	1	"NT"	1	"Procyonidae"	"Procyon_lotor"	45079	NA	NA	67.9	3.354193548	1.00462963	0.337408072	0.157019495
25	-61.24999381	13.25000382	1	"NT"	1	"Didelphidae"	"Didelphis_marsupialis"	27835	NA	NA	89	7.041212121	2.471049784	0.157298034	0.635117758
3549	-61.24999381	13.25000382	1	"NT"	1	"Herpestidae"	"Herpestes_javanicus"	22220	1870	NA	45.5	2.28125	2.178240741	0.256730709	0.174880197
26	-60.91666046	13.91667052	1	"NT"	1	"Didelphidae"	"Didelphis_marsupialis"	27835	NA	NA	89	7.041212121	2.471049784	0.157298034	0.635117758
3546	-60.91666046	13.91667052	1	"NT"	1	"Herpestidae"	"Herpestes_javanicus"	22220	1870	NA	45.5	2.28125	2.178240741	0.256730709	0.174880197
3540	-60.91666046	14.7500039	1	"NT"	1	"Herpestidae"	"Herpestes_javanicus"	22220	NA	NA	45.5	2.28125	2.178240741	0.256730709	0.174880197
555	-23.58332518	15.08333725	1	"AT"	1	"Cercopithecidae"	"Chlorocebus_aethiops"	3562	NA	NA	NA	NA	NA	NA	NA
27	-61.41666048	15.50000394	1	"NT"	1	"Didelphidae"	"Didelphis_marsupialis"	27835	NA	NA	89	7.041212121	2.471049784	0.157298034	0.635117758
3533	-61.41666048	15.50000394	0	"NT"	1	"Herpestidae"	"Herpestes_javanicus"	22220	1880	NA	45.5	2.28125	2.178240741	0.256730709	0.174880197
5256	-61.41666048	15.50000394	1	"NT"	1	"Cervidae"	"Odocoileus_virginianus"	54597	NA	NA	92.38888889	1.698035714	1.072222222	0.370871274	0.180618808
3535	-61.58332716	16.25000398	1	"NT"	1	"Herpestidae"	"Herpestes_javanicus"	22220	1880	NA	45.5	2.28125	2.178240741	0.256730709	0.174880197
1595	-61.6666605	16.16667064	1	"NT"	1	"Leporidae"	"Lepus_europaeus"	46507	NA	NA	24.42857143	2.329090909	4.183333333	0.146622542	0.04439411
3131	-61.6666605	16.16667064	1	"NT"	1	"Procyonidae"	"Procyon_lotor"	45079	NA	NA	67.9	3.354193548	1.00462963	0.337408072	0.157019495
3528	-61.74999383	17.33333736	0	"NT"	1	"Herpestidae"	"Herpestes_javanicus"	22220	1870	NA	45.5	2.28125	2.178240741	0.256730709	0.174880197
3530	-64.74999399	17.75000405	1	"NT"	1	"Herpestidae"	"Herpestes_javanicus"	22220	1952	NA	45.5	2.28125	2.178240741	0.256730709	0.174880197
10041	-64.74999399	17.75000405	1	"NT"	1	"Cervidae"	"Odocoileus_virginianus"	54597	1790	5	92.38888889	1.698035714	1.072222222	0.370871274	0.180618808
3542	-66.49999408	18.25000408	1	"NT"	1	"Herpestidae"	"Herpestes_javanicus"	22220	1888	NA	45.5	2.28125	2.178240741	0.256730709	0.174880197
610	-65.91666072	18.25000408	0	"NT"	1	"Hylobatidae"	"Hylobates_lar"	2037	1938	NA	NA	NA	NA	NA	NA
588	-65.91666072	18.25000408	1	"NT"	1	"Cercopithecidae"	"Macaca_mulatta"	24753	1938	400	248.2857143	1.0014	0.912974587	0.27680147	0.058629802
590	-66.08332739	18.41667076	1	"NT"	1	"Cercopithecidae"	"Macaca_mulatta"	24753	NA	NA	248.2857143	1.0014	0.912974587	0.27680147	0.058629802
4303	-66.41666074	18.25000408	1	"NT"	1	"Suidae"	"Sus_scrofa"	108966	NA	NA	67.9	4.950588235	1.528985507	0.4050536	0.385334276
3537	-77.41666132	18.08333741	1	"NT"	1	"Herpestidae"	"Herpestes_javanicus"	22220	1872	9	45.5	2.28125	2.178240741	0.256730709	0.174880197
3198	-77.41666132	18.08333741	0	"NT"	1	"Mustelidae"	"Mustela_putorius"	28933	NA	NA	57.25	8.478777778	1.517290249	0.20951341	0.136411961
3536	-71.33332766	18.91667078	1	"NT"	1	"Herpestidae"	"Herpestes_javanicus"	22220	1870	NA	45.5	2.28125	2.178240741	0.256730709	0.174880197
592	-82.83332827	21.66667092	0	"NT"	1	"Cercopithecidae"	"Macaca_mulatta"	24753	1950	NA	248.2857143	1.0014	0.912974587	0.27680147	0.058629802
10187	-79.24999475	21.91667094	1	"NT"	1	"Suidae"	"Sus_scrofa"	108966	1493	NA	67.9	4.950588235	1.528985507	0.4050536	0.385334276
4319	-83.74999498	22.41667097	1	"NT"	1	"Tayassuidae"	"Tayassu_pecari"	42270	1930	NA	NA	NA	NA	NA	NA
3133	-77.41666132	25.08333777	1	"NT"	1	"Procyonidae"	"Procyon_lotor"	45079	1784	4	79.44444444	3.354193548	1.00462963	0.337408072	0.157019495
23	-78.58332804	26.66667118	1	"NT"	1	"Didelphidae"	"Didelphis_marsupialis"	27835	1923	2	89	7.041212121	2.471049784	0.157298034	0.635117758
10173	-78.58332804	26.66667118	1	"NT"	1	"Procyonidae"	"Procyon_lotor"	45079	1932	8	67.9	4.950588235	1.528985507	0.4050536	0.385334276
1719	-13.99999134	28.41667128	1	"PA"	1	"Sciuridae"	"Atlantoxerus_getulus"	1107	1966	8	14	NA	2	0	NA
6257	-17.74999154	28.75000463	1	"PA"	1	"Bovidae"	"Ammotragus_lervia"	5276	NA	NA	120	1.313333333	1.669413919	0.412366939	NA
615	-81.16666151	31.83333813	1	"NAM"	1	"Hominidae"	"Pan_troglodytes"	7917	1972	NA	NA	NA	NA	NA	NA
583	-80.74999482	32.25000481	0	"NAM"	1	"Cercopithecidae"	"Macaca_mulatta"	24753	1956	NA	248.2857143	1.0014	0.912974587	0.27680147	0.058629802
3181	-27.58332538	38.50000514	1	"PA"	1	"Mustelidae"	"Mustela_nivalis"	231171	NA	NA	39.66881818	5.65	1.503968254	0.431736082	0.519663722
1456	-70.0833276	41.25000528	1	"NAM"	1	"Leporidae"	"Lepus_americanus"	48981	NA	NA	NA	NA	NA	NA	NA
1475	-70.0833276	41.25000528	1	"NAM"	1	"Leporidae"	"Lepus_californicus"	16116	NA	NA	NA	NA	NA	NA	NA
1574	-70.0833276	41.25000528	1	"NAM"	1	"Leporidae"	"Lepus_europaeus"	46507	NA	NA	24.42857143	2.329090909	4.183333333	0.146622542	0.04439411
648	-70.0833276	41.25000528	1	"NAM"	1	"Leporidae"	"Sylvilagus_floridanus"	26077	NA	NA	NA	NA	NA	NA	NA
1457	-70.58332763	41.41667196	1	"NAM"	1	"Leporidae"	"Lepus_americanus"	48981	NA	NA	NA	NA	NA	NA	NA
1476	-70.58332763	41.41667196	1	"NAM"	1	"Leporidae"	"Lepus_californicus"	16116	NA	NA	NA	NA	NA	NA	NA
1575	-70.58332763	41.41667196	1	"NAM"	1	"Leporidae"	"Lepus_europaeus"	46507	NA	NA	24.42857143	2.329090909	4.183333333	0.146622542	0.04439411
649	-70.58332763	41.41667196	1	"NAM"	1	"Leporidae"	"Sylvilagus_floridanus"	26077	NA	NA	NA	NA	NA	NA	NA
2826	-70.58332763	41.41667196	1	"NAM"	1	"Canidae"	"Vulpes_vulpes"	298642	1650	NA	40.80952381	4.769090909	1.002314815	0.198994053	0.130170369
5268	-145.9999983	63.00000642	1	"NAM"	0	"Cervidae"	"Alces_alces"	45549	1949	NA	64.2	1.371045455	1.35	0.260820305	0.182502612
5270	-152.4166652	60.58333962	1	"NAM"	0	"Cervidae"	"Alces_alces"	45549	1958	NA	64.2	1.371045455	1.35	0.260820305	0.182502612
5284	-73.91666113	44.08333876	0	"NAM"	0	"Cervidae"	"Alces_alces"	45549	1902	NA	64.2	1.371045455	1.35	0.260820305	0.182502612
5269	-134.9999977	58.75000619	1	"NAM"	0	"Cervidae"	"Alces_alces"	45549	1958	NA	64.2	1.371045455	1.35	0.260820305	0.182502612
10002	-104.3333294	35.91667167	1	"NAM"	0	"Bovidae"	"Ammotragus_lervia"	5276	1956	63	120	1.313333333	1.669413919	0.412366939	0
6234	-100.9166626	27.00000454	1	"NAM"	0	"Bovidae"	"Ammotragus_lervia"	5276	NA	NA	120	1.313333333	1.669413919	0.412366939	NA
6241	-105.4166628	33.41667154	1	"NAM"	0	"Bovidae"	"Ammotragus_lervia"	5276	NA	NA	120	1.313333333	1.669413919	0.412366939	NA
6238	-104.4166627	35.91667167	1	"NAM"	0	"Bovidae"	"Ammotragus_lervia"	5276	1950	57	120	1.313333333	1.669413919	0.412366939	0
6236	-100.8333292	27.08333788	1	"NAM"	0	"Bovidae"	"Ammotragus_lervia"	5276	NA	NA	120	1.313333333	1.669413919	0.412366939	NA
6246	-105.5833295	32.91667151	1	"NAM"	0	"Bovidae"	"Ammotragus_lervia"	5276	NA	NA	120	1.313333333	1.669413919	0.412366939	NA
6245	-107.2499962	35.08333829	1	"NAM"	0	"Bovidae"	"Ammotragus_lervia"	5276	1975	NA	120	1.313333333	1.669413919	0.412366939	NA
6248	-105.0833294	33.3333382	1	"NAM"	0	"Bovidae"	"Ammotragus_lervia"	5276	1943	510	120	1.313333333	1.669413919	0.412366939	0
6242	-104.7499961	31.91667146	1	"NAM"	0	"Bovidae"	"Ammotragus_lervia"	5276	NA	NA	120	1.313333333	1.669413919	0.412366939	NA
6240	-105.9166628	37.0833384	1	"NAM"	0	"Bovidae"	"Ammotragus_lervia"	5276	1955	NA	120	1.313333333	1.669413919	0.412366939	NA
6254	-121.0833303	35.75000499	1	"NAM"	0	"Bovidae"	"Ammotragus_lervia"	5276	1924	NA	120	1.313333333	1.669413919	0.412366939	NA
10003	-101.7499959	35.00000496	1	"NAM"	0	"Bovidae"	"Ammotragus_lervia"	5276	1957	44	120	1.313333333	1.669413919	0.412366939	0
6247	-106.2499962	36.58333837	1	"NAM"	0	"Bovidae"	"Ammotragus_lervia"	5276	NA	NA	120	1.313333333	1.669413919	0.412366939	NA
6244	-103.5833293	36.25000502	1	"NAM"	0	"Bovidae"	"Ammotragus_lervia"	5276	NA	NA	120	1.313333333	1.669413919	0.412366939	NA
6243	-107.5833296	35.16667163	1	"NAM"	0	"Bovidae"	"Ammotragus_lervia"	5276	NA	NA	120	1.313333333	1.669413919	0.412366939	NA
10183	-107.5833296	36.25000502	1	"NAM"	0	"Bovidae"	"Ammotragus_lervia"	5276	1955	21	120	1.313333333	1.669413919	0.412366939	0
6237	-100.9166625	22.08333761	1	"NAM"	0	"Bovidae"	"Ammotragus_lervia"	5276	1974	NA	120	1.313333333	1.669413919	0.412366939	NA
5485	-76.74999462	39.0833385	1	"NAM"	0	"Antilocapridae"	"Antilocapra_americana"	8661	1956	NA	NA	NA	NA	NA	NA
4449	-81.24999485	29.08333798	1	"NAM"	0	"Cervidae"	"Axis_axis"	7503	1930	NA	120.936	1.129	0.869047619	0.212895826	0.171849068
4450	-122.749997	38.08333845	1	"NAM"	0	"Cervidae"	"Axis_axis"	7503	1948	8	120.936	1.129	0.869047619	0.212895826	0.171849068
4471	-57.9166603	-34.24999866	1	"NT"	0	"Cervidae"	"Axis_axis"	7503	1930	NA	120.936	1.129	0.869047619	0.212895826	0.171849068
5526	-97.74999571	27.25000455	1	"NAM"	0	"Bovidae"	"Boselaphus_tragocamelus"	7405	1924	NA	NA	NA	NA	NA	NA
540	-43.24999287	-22.91666473	1	"NT"	0	"Callitrichidae"	"Callithrix_jacchus"	2869	1900	NA	NA	NA	NA	NA	NA
6222	-106.5833295	35.08333829	1	"NAM"	0	"Bovidae"	"Capra_ibex"	271	1962	NA	197	1.091	0.833333333	0.378552563	0.166116098
10004	-108.7499963	32.75000484	1	"NAM"	0	"Bovidae"	"Capra_ibex"	271	1966	9	197	1.091	0.833333333	0.378552563	0.166116098
10005	-74.41666116	44.41667211	1	"NAM"	0	"Formicidae"	"Capreolus_capreolus"	33603	1902	18	84.78571429	1.566666667	1.016666667	0.122040721	0.220360162
5465	-73.74999446	41.75000531	1	"NAM"	0	"Formicidae"	"Capreolus_capreolus"	33603	1900	NA	84.78571429	1.566666667	1.016666667	0.122040721	0.220360162
10028	-88.08332854	36.83333838	1	"NAM"	0	"Cervidae"	"Cervus_elaphus"	66360	1934	67	91.45454545	1.055294118	0.92875	0.482339166	0.406412091
633	-80.9166615	33.91667156	1	"NAM"	0	"Dasypodidae"	"Dasypus_novemcinctus"	55932	1970	NA	NA	NA	NA	NA	NA
639	-80.74999482	28.41667128	1	"NAM"	0	"Dasypodidae"	"Dasypus_novemcinctus"	55932	1924	NA	NA	NA	NA	NA	NA
638	-80.33332814	25.83333781	1	"NT"	0	"Dasypodidae"	"Dasypus_novemcinctus"	55932	1940	NA	NA	NA	NA	NA	NA
640	-80.99999483	29.00000464	1	"NAM"	0	"Dasypodidae"	"Dasypus_novemcinctus"	55932	1930	NA	NA	NA	NA	NA	NA
16	-110.9166631	32.25000481	1	"NAM"	0	"Didelphidae"	"Didelphis_marsupialis"	27835	1927	NA	89	7.041212121	2.471049784	0.157298034	0.635117758
19	-121.9166636	37.25000507	1	"NAM"	0	"Didelphidae"	"Didelphis_marsupialis"	27835	1910	NA	89	7.041212121	2.471049784	0.157298034	0.635117758
20	-122.499997	48.16667231	1	"NAM"	0	"Didelphidae"	"Didelphis_marsupialis"	27835	1925	NA	89	7.041212121	2.471049784	0.157298034	0.635117758
21	-122.1666637	48.50000566	1	"NAM"	0	"Didelphidae"	"Didelphis_marsupialis"	27835	1925	NA	89	7.041212121	2.471049784	0.157298034	0.635117758
17	-111.5833298	33.41667154	1	"NAM"	0	"Didelphidae"	"Didelphis_marsupialis"	27835	1950	NA	89	7.041212121	2.471049784	0.157298034	0.635117758
1853	-82.41666158	41.41667196	1	"NAM"	0	"Heteromyidae"	"Dipodomys_ordii"	13052	1956	NA	NA	NA	NA	NA	NA
